,0
139,417449.9838049561
140,180896.84086221457
141,456986.81665955484
142,578689.486185804
143,596126.551697433
144,312164.6295591444
145,207248.60449631512
146,559614.7714312077
147,309946.92995133996
148,354674.0105418563
149,184735.61239938438
150,510600.25325113535
151,384235.1714839041
152,1315713.274466738
153,283277.6191523224
154,318382.6210770011
155,448921.45090824366
156,634625.9277392924
157,171579.20578610897
158,309599.5875019878
159,1225844.9120725393
160,619492.7107049972
161,332558.55173394084
162,392568.79421551526
163,256301.71456180513
164,384564.37636353076
165,731217.454312712
166,413972.2570412457
167,727131.4732756168
168,602256.4996261448
169,422654.4611286372
170,194789.93050082028
171,362690.2756189406
172,1136288.8389950544
173,595775.6593859196
174,501306.643445909
175,283612.0992695242
176,143294.44929978251
177,275345.9228772223
178,905485.2458802611
179,426546.8048799187
180,203656.41079047322
181,440452.9642470628
182,411293.16952620447
183,962455.0611434877
184,533417.3276578486
185,353089.2429392934
186,520021.7045953423
187,644690.901012823
188,196301.73930421472
189,721923.6886094213
190,484933.9739445448
191,301584.5540365577
192,197994.60173797607
193,1135646.7002603412
194,857623.4315442592
195,1373834.9691706002
196,192538.72384773195
197,512037.444156006
198,813606.9024769664
199,142250.0263695717
200,346583.46295273304
201,292904.58465999365
202,375403.72110027075
203,436360.42596036196
204,608401.2875741124
205,1837483.6572760493
206,321772.6586853713
207,292447.8610854149
208,585714.0855006129
209,856896.099239558
210,852731.5039780885
211,277061.23336701095
212,333832.60436038673
213,1050689.6884783208
214,224909.3318157643
215,452659.91531577706
216,1237102.3204964697
217,342467.31167803705
218,100328.05756136775
219,526449.7777679861
220,496602.14284580946
221,308859.32152561843
222,544709.5321776122
223,167528.76031208038
224,635996.0219835043
225,900537.9502949715
226,355595.91144001484
227,530143.1936488003
228,437561.95551866293
229,285219.8333133608
230,329946.52946695685
231,96012.42039185762
232,398665.5609854758
233,521861.39995473623
234,477246.2360032797
235,570117.8092781603
236,508098.32627406716
237,481309.8785921186
238,230550.81360904872
239,504621.39766320586
240,519827.24608427286
241,185513.83032253385
242,675364.1919935197
243,296729.2244693041
244,482101.7659691423
245,635787.8633556068
246,438574.2047235966
247,441641.84155474603
248,645478.5077975094
249,819626.5537049472
250,228712.3289296329
251,572446.7974862456
252,803694.2836735994
253,388621.3944198191
254,466290.7745537758
255,1004910.6845995486
256,502046.2077550292
257,378577.7180302143
258,421840.08049461246
259,585097.9794808626
260,645513.6615893543
261,228654.59186847508
262,873087.0031787455
263,422422.8739890307
264,528169.317777425
265,389808.6222566068
266,338494.1449127048
267,456891.28629405797
268,429490.3479066491
269,654370.482017383
270,295661.70481073856
271,333833.3521223068
272,447776.41079069674
273,175595.47974334657
274,264572.4555083215
275,975346.9816791862
276,728161.5657940954
277,770539.6898077875
278,595224.8417074382
279,370231.10760962963
280,548174.0727459192
281,421257.0590185076
282,301767.1860422641
283,486947.2731473595
284,421955.71866966784
285,345513.1956579089
286,329626.36763998866
287,385049.6159310788
288,1368281.1407811046
289,655494.596952498
290,544334.7676889747
291,117537.85113330185
292,764885.5055667609
293,233903.21321105957
294,577046.7756309658
295,375695.29289875925
296,251621.36216700077
297,506891.2125545591
298,440748.22168146074
299,563320.3560989052
300,360152.62848448753
301,760779.8087928891
302,420814.11864982545
303,145471.38332512975
304,262821.3021813482
305,578904.1548300683
306,764514.523467049
307,1420524.656617418
308,269353.7174989134
309,476360.09041693807
310,164931.61791302264
311,435086.61002002656
312,440448.80130666494
313,250170.338502869
314,346813.8953381628
315,245810.58771291375
316,295291.1806193441
317,377115.97939133644
318,250020.39212666452
319,219165.75618378818
320,373477.0211878419
321,905741.1588365883
322,393590.7740522921
323,501175.9386212826
324,375010.92045134306
325,1076940.278020069
326,875454.0481843054
327,317082.1921161115
328,375205.1988695562
329,229806.4375359714
330,488140.22931469977
331,401089.72661957145
332,2238834.211311698
333,643198.3846723437
334,770224.9244248867
335,345337.4253376126
336,260083.653003186
337,993778.6561307013
338,564644.5451693237
339,385159.8653907776
340,431320.5638397634
341,1023221.5208244622
342,544867.2791080326
343,362777.9563961327
344,751722.9691211283
345,1418564.1256091893
346,117678.77849920094
347,488128.1675128341
348,634228.2166652083
349,922785.4370536208
350,275634.44985191524
351,268641.48985794187
352,463513.00552544
353,268217.89977940917
354,554709.8224365413
355,598680.1050918549
356,198433.72720392048
357,525696.3545058668
358,286764.11013528705
359,319291.19079349935
360,226419.35212734342
361,323037.2360448688
362,489737.174898535
363,1119066.8603167832
364,569971.5588725805
365,567813.6384363174
366,431776.62911860645
367,361756.1918274462
368,309235.9485426843
369,333170.1120272279
370,525085.949937433
371,192138.40675389767
372,878793.1658768803
373,557173.0234875232
374,1024302.4177862257
375,508461.67033721507
376,538945.7383605838
377,620172.9164401144
378,612838.3089810759
379,1009411.0197440535
380,316813.6450574398
381,336472.6797225028
382,193572.92309725285
383,216726.23221506178
384,520059.88118728995
385,531218.3779733777
386,351214.3106107861
387,317180.49148359895
388,879427.2538394332
389,563320.393397674
390,290309.631860584
391,255281.895052433
392,597691.0244593471
393,1219532.7561460733
394,1143498.5144224763
395,343420.52934107184
396,273935.589399755
397,262600.66056224704
398,543833.4459567368
399,284731.2078079134
400,917513.3391288519
401,404413.51567029953
402,895767.9361171126
403,161598.39167355
404,1161554.2184671462
405,1392658.740101114
406,365335.3529071808
407,443226.00178688765
408,1296338.7123630047
409,503817.04101999104
410,403490.54052066803
411,504506.78460781276
412,537339.332895875
413,1118089.6642462611
414,291643.69909596443
415,293455.1698900759
416,465815.67647491395
417,399935.65063267946
418,424175.6539597213
419,723196.1407535523
420,1103966.9745139182
421,1264489.505434811
422,479966.5867483914
423,992899.7033393383
424,829082.2384945303
425,937264.1673719436
426,1975068.1010763347
427,521747.50911842287
428,347302.05298164487
429,405831.27165313065
430,298291.22518229485
431,521462.3100505173
432,530955.9207219183
433,116654.42785279453
434,974284.0417570472
435,293341.9389639497
436,256029.24469012022
437,350431.45406247675
438,231097.36964926124
439,363666.933958143
440,422971.21570533514
441,283104.6234153807
442,422834.5525828451
443,284019.92180900276
444,173555.90410117805
445,622628.2202954888
446,453581.3330541253
447,528257.5039339513
448,942720.4819433987
449,487116.91137708724
450,371798.05870991945
451,395003.78702551126
452,246590.01682060957
453,437119.489635244
454,559417.7071838379
455,585920.2502002418
456,247015.95670829713
457,337435.11269140244
458,258077.7739521861
459,374037.1725511253
460,637905.7564349174
461,415439.5182032734
462,751547.8061077744
463,361749.26866045594
464,236684.04276628792
465,425364.3832464963
466,129448.62561111152
467,2416026.227631718
468,453910.57254466414
469,735524.9409141392
470,475655.3621997088
471,471102.64381338656
472,559109.5107186437
473,333296.16400773823
474,302768.6222560555
475,281378.4542231858
476,642409.6773617864
477,571542.4667672813
478,444870.95031803846
479,558074.2833047509
480,328177.8785216212
481,314224.348959133
482,413518.8065851927
483,483675.65219157934
484,572872.2752670348
485,466038.75800669193
486,902832.4310592413
487,277437.31354121864
488,693142.9926026165
489,398494.28778366745
490,588251.0221615285
491,586459.006342724
492,679097.2879486531
493,291827.0975693017
494,211862.6075630188
495,493506.82238155603
496,415555.20797388256
497,589886.4193201512
498,442268.13889855146
499,411086.5360583216
500,306501.9406635761
501,395315.5403432399
502,770175.6418561637
503,359282.75133244693
504,1454019.138712138
505,325032.69633741677
506,441938.8011005521
507,919393.8949070871
508,560533.2871951461
509,241241.99863824248
510,447266.8914898336
511,348899.24976052344
512,597971.8980724663
513,573833.2809645236
514,357772.5050107986
515,539432.1312940568
516,242595.83872944117
517,325334.9969626069
518,409792.38425296545
519,617500.1296622753
520,361104.5415413976
521,183861.43570519984
522,343123.8468682617
523,674863.2013680041
524,268011.699123919
525,1334609.5141313523
526,395517.6864204109
527,613366.9004852772
528,330277.5877341479
529,320082.93421307206
530,433744.79298198223
531,389026.7744612247
532,301588.74254739285
533,578257.2158308923
534,598332.9310548753
535,835019.4504828751
536,399436.1837413013
537,657989.2154142857
538,753355.1752661169
539,362409.5380381644
540,411709.071972698
541,455999.8140540123
542,469810.2954787016
543,253505.80358926952
544,588694.0205411017
545,980814.3158974499
546,255321.90834470093
547,211566.6504433155
548,700163.9681207091
549,522574.2308603227
550,220530.97296646237
551,418178.3340898454
552,442971.09537161887
553,386215.1151718199
554,597185.9172416925
555,1239962.4116150439
556,237539.4072214067
557,361430.7525513768
558,1200410.474354595
559,255114.15605312586
560,801634.513749525
561,757326.2971532345
562,404730.1879413128
563,1144754.7084634006
564,946890.458679229
565,529759.2366219759
566,843825.6414981782
567,268741.4257840216
568,829105.9554853588
569,412555.3888370842
570,499042.14742559195
571,1260345.0221524388
572,667431.3805179596
573,299741.84068249166
574,410354.67203485966
575,307296.1872686446
576,462550.91417746246
577,254710.42685359716
578,272507.73191298544
579,981127.3888899535
580,338457.0839868486
581,231653.76359704137
582,953213.9040941
583,768384.0271165371
584,1401459.4507513791
585,486827.9016124904
586,628320.415436238
587,952219.783491686
588,321074.96715785563
589,431718.17099937797
590,687683.3171491176
591,267419.42470546067
592,290134.917342484
593,853931.1810848713
594,259425.56045280397
595,176606.9804044366
596,389072.57555425167
597,306041.16522836685
598,1026325.4239238799
599,253931.8788176179
600,566125.2110290974
601,180510.34987939894
602,480823.3273771852
603,162953.39304879308
604,287814.37749645114
605,1915825.3926120847
606,446377.36478209496
607,195268.01116275787
608,622291.4357497692
609,457883.5470561981
610,817945.936607495
611,702492.2055435628
612,334047.0085019469
613,609292.8521618396
614,492323.74388451874
615,172089.55622932315
616,1272338.581175536
617,1109049.3098941594
618,791229.0960754752
619,420300.5274886489
620,243153.31140428782
621,1898533.162746042
622,954394.7611971498
623,501506.01021270454
624,473508.10732614994
625,825026.8363538384
626,375401.2262983769
627,224960.82298615575
628,204733.21202227473
629,471371.72615224123
630,291826.6369898319
631,114721.18554154038
632,230727.108091563
633,406665.0880558044
634,361994.7793389857
635,170398.0963357091
636,447393.4320629686
637,1900826.5117052794
638,493145.7918934524
639,314155.31568047404
640,334592.9624119401
641,466011.35532957315
642,514148.81537878513
643,933967.3468258232
644,895853.9991917461
645,354348.7449591458
646,670443.1861057878
647,1496954.0757556856
648,302230.3882409185
649,639483.0671186596
650,1768792.2864904404
651,421871.9998765737
652,184714.50467012823
653,632619.2540824413
654,141305.9334204495
655,419700.90393832326
656,265230.8613629937
657,496639.7099593431
658,761271.8753736764
659,516269.78724849224
660,546439.0367830545
661,536068.1438121349
662,698439.8096577078
663,265074.49828237295
664,580986.6496623158
665,165854.40561789274
666,585403.8785406947
667,367878.6504583955
668,332448.9349002391
669,264192.1587521136
670,198544.69632557034
671,768156.5990415215
672,1311774.6638787836
673,289661.19571620226
674,487137.8102069795
675,357759.35633689165
676,395646.3718035221
677,895915.7469480783
678,756780.8341425657
679,370702.7967878431
680,1261224.378099814
681,1068514.9754033089
682,574230.5861592144
683,913818.4963614047
684,791697.0508326739
685,662458.4704880714
686,475459.40868490934
687,677213.8149056137
688,499522.4748521298
689,538096.9159353077
690,577005.385101527
691,833167.3296620846
692,620941.5488878936
693,264758.5512573272
694,305727.69253078103
695,315138.0011667907
696,594384.9755866379
697,242493.695588246
698,336594.89072582126
699,345856.8136497587
700,808717.2012396008
701,328944.7933295667
702,450109.7442974597
703,466558.0640296638
704,943598.9538578391
705,57999.59364545345
706,405003.5846711248
707,165882.3579966575
708,778307.6975432038
709,732824.3332045674
710,435675.2620782256
711,774285.4660726637
712,547308.4903792143
713,582934.3225126863
714,265586.2902992815
715,437130.0116479993
716,258409.99140536785
717,523807.4523961246
718,536950.4135763347
719,622129.395654425
720,1558464.3860653937
721,391708.44249114394
722,230528.8320852816
723,317728.88528318703
724,426235.08609238267
725,1069281.4291088432
726,682705.2266520113
727,274319.53184220195
728,497899.51262933016
729,439037.5827091634
730,874539.971991688
731,251340.73186537623
732,221001.2447449118
733,1100848.0221689641
734,1039477.414804399
735,250791.1280593425
736,331736.916627869
737,464847.31656211615
738,171080.96155911684
739,1380427.2573218495
740,686496.8855270445
741,500041.0702113211
742,513962.80474832654
743,460197.77298669517
744,220621.4288301468
745,420149.60205227137
746,228626.47248369455
747,450659.2199115902
748,1635858.828802988
749,245372.98124077916
750,520097.86557890475
751,1148248.1940487176
752,524301.3094274998
753,519741.87746809423
754,361659.7463078797
755,191892.33258903027
756,231916.0990228355
757,191438.0550044626
758,543027.5770589411
759,470721.32622130215
760,478281.740003109
761,824465.9371940792
762,432749.7860323638
763,433746.8820129335
764,757653.7515123785
765,744359.393154934
766,950078.1110964715
767,484438.7127199173
768,459319.1475454867
769,694799.6149186194
770,269839.4769991785
771,295891.2120824754
772,736263.6367578357
773,436271.7407707721
774,517835.8589332104
775,435180.0576633066
776,226333.80330240726
777,455289.9728002846
778,356009.1258265078
779,637553.9743186831
780,837247.6808806956
781,507381.2396645546
782,369654.2227164358
783,371096.1435699463
784,964968.8356772363
785,438697.6941154003
786,922710.543279916
787,213659.67406828701
788,578819.5340532064
789,1385322.5332033634
790,610682.2086823136
791,359703.0436504781
792,161928.55340763927
793,282255.4466468543
794,705776.5093176812
795,534608.8178063333
796,205965.06083968282
797,294283.87378649414
798,958884.5953252017
799,553653.0518342555
800,275820.63867005706
801,316165.498460263
802,490403.77874802053
803,393998.0872042477
804,233637.9859596938
805,511600.37008459866
806,1523511.6351454854
807,651209.8950756788
808,509659.4019115567
809,438442.9889203459
810,506076.331397444
811,194935.65727768838
812,257001.48838880658
813,571029.8850042671
814,472920.6999244094
815,224341.0540765077
816,955652.1403832287
817,557126.677164346
818,1369268.7476021796
819,1308852.3781940043
820,1076548.6764199138
821,512661.6070114374
822,503351.01523919404
823,933703.0031425059
824,667685.1112531722
825,210601.1720982939
826,370475.3678483069
827,724226.597046569
828,240818.0700005442
829,274251.6062775701
830,891385.7582893372
831,503059.64475254714
832,478966.6340266317
833,221394.33630359173
834,842136.4643104076
835,560377.3117185682
836,179078.99943116307
837,602743.3402909935
838,444822.0616927594
839,545945.5122486055
840,301263.8469336331
841,906084.16721192
842,895178.738996625
843,746391.1469657421
844,386117.0621870458
845,413544.4352219701
846,585502.4699324071
847,311192.2064000815
848,278251.9587353915
849,487999.7967081964
850,663543.1499473453
851,313798.39154471457
852,772031.8877313435
853,336135.7161780894
854,711622.5881635696
855,406200.83492037654
856,484426.786123693
857,936768.1736473888
858,689497.568129316
859,854117.9090279192
860,671710.4542551935
861,363865.0808392763
862,233699.81080695987
863,199146.95797410607
864,455589.1075644791
865,105385.85236230493
866,496364.54281164706
867,471541.9581897855
868,481801.6082389951
869,555985.2589921951
870,519241.717505157
871,904029.5426705033
872,451847.13780997694
873,476166.86207954586
874,391970.948487103
875,397706.1853183955
876,434521.04753652215
877,1289246.6709124446
878,352411.78345035017
879,325954.5490026027
880,521506.75448969007
881,226397.12203104794
882,1084002.2851237208
883,722258.8462420553
884,511084.3014011532
885,554437.186102435
886,558418.9602270424
887,406012.97402469814
888,211184.3631568253
889,299418.1744462848
890,466752.5039676726
891,766039.7801486999
892,481999.47478212416
893,805455.1894460022
894,920672.2134930491
895,1032050.6761904359
896,543280.9521654844
897,341392.1389746666
898,381033.02011707425
899,358305.96919845045
900,239108.7027501017
901,1419962.7590548247
902,396854.7895848155
903,77415.92354181409
904,657831.1811368316
905,543653.2304054052
906,1072691.6388482898
907,1238643.2419536114
908,613832.1096138805
909,432116.5612825006
910,691955.3577025831
911,325590.73328208923
912,900480.8999856561
913,542120.832566604
914,131157.49343962967
915,510557.1538641304
916,1511583.8009234369
917,564348.90465042
918,1438271.6031587124
919,483572.06830996275
920,459688.5540610552
921,701728.3723032922
922,145497.2825818509
923,65897.45239928365
924,337423.5061208606
925,638053.7399213612
926,208915.54699607193
927,610263.7298878878
928,855946.3935507387
929,722504.4714362025
930,318117.5326516032
931,538373.8573142737
932,321885.5877966732
933,553414.6782269776
934,254776.1719559729
935,1293482.2730983794
936,579215.0541400164
937,1076592.616077453
938,661698.089259088
939,881494.620877564
940,404604.30390933156
941,371842.7941156626
942,374347.03288404644
943,983908.6282229275
944,230498.5091032982
945,319910.7995610237
946,342435.9562243968
947,521741.43302872777
948,191146.43949903548
949,510195.0391097516
950,588098.5072415769
951,648566.8346187323
952,589760.631687805
953,339672.7787043005
954,423041.50885427
955,499318.2361828387
956,844099.4988775998
957,596951.8502138257
958,688534.9362950623
959,524978.2064760327
960,478788.0613054186
961,364697.9727420062
962,479467.62144733965
963,498896.3687644005
964,352530.47853168845
965,679710.4969235957
966,696373.6024905741
967,271455.49156680703
968,429980.1060679555
969,264352.3752603829
970,829825.572922036
971,518807.29346928
972,189230.76543432474
973,692458.3508681208
974,528146.8251819313
975,343635.4225754142
976,611758.6448371112
977,975996.3797887713
978,694417.4417417049
979,1309709.2268066257
980,922563.9422086924
981,773821.9239174426
982,449010.8473569751
983,582272.7096108198
984,288429.5534148514
985,549172.8708947897
986,182415.24270030856
987,579796.4029638618
988,688576.659861669
989,1408299.1904160231
990,562055.097419709
991,145445.20648691058
992,448837.12963199615
993,251753.08229997754
994,534112.8248732984
995,611681.3039372265
996,2587009.4398085773
997,240869.88993369043
998,412254.90917652845
999,615991.8792211711
1000,672511.5879460126
1001,458653.15982192755
1002,978439.4505754858
1003,302017.75149580836
1004,403085.86866393685
1005,466325.4173333645
1006,931364.3566989154
1007,742412.8875750601
1008,539046.2073953152
1009,1461328.1500645727
1010,298174.25879493356
1011,384765.1173616946
1012,411655.61775158346
1013,729306.3782961667
1014,443173.03268928826
1015,414357.4733505696
1016,457145.08608290553
1017,264094.2825460583
1018,632129.7993682176
1019,538477.0214918107
1020,708138.4575466663
1021,253430.8238182664
1022,609824.5971015692
1023,644388.6461193562
1024,423115.57030822337
1025,438055.8028381467
1026,1412866.5142805576
1027,486264.27233830094
1028,357236.93519821763
1029,370243.59494258463
1030,220042.1895145625
1031,853719.0641846359
1032,936531.0915587544
1033,885963.5814751387
1034,617791.1842041314
1035,501579.6541046053
1036,336658.9656241834
1037,576952.8176752478
1038,308835.8971750438
1039,177787.018721506
1040,833974.69741261
1041,847945.21363689
1042,330711.5031928718
1043,1011447.4897345603
1044,798794.1904810816
1045,816939.6781761795
1046,342103.6236811131
1047,1995257.907877177
1048,688380.1556922346
1049,881506.679499954
1050,431353.94126425683
1051,164711.9099177271
1052,253727.59182432294
1053,531041.6483608037
1054,798568.0477193594
1055,465768.67253780365
1056,64357.94453532994
1057,383679.71902816
1058,1130503.1802854836
1059,289690.79459407926
1060,280704.1626034975
1061,130271.2523805201
1062,1080334.6179301888
1063,200634.9300762117
1064,195405.1198232472
1065,351351.0062537044
1066,640407.93863298
1067,219711.6285687685
1068,748753.2375350296
1069,157904.17937076092
1070,220512.03242248297
1071,427125.5535348207
1072,292968.46221111715
1073,1147816.751449287
1074,387186.2461837828
1075,578385.0563015044
1076,390556.99929496646
1077,251491.5619596392
1078,601548.2322427183
1079,645922.7010613382
1080,230853.03655263782
1081,200804.36712524295
1082,718790.8498753905
1083,215089.04149997234
1084,281573.23039516807
1085,404929.1115369946
1086,704001.322939232
1087,470727.4329788536
1088,719432.480287224
1089,374231.32381787896
1090,228256.58215615153
1091,258689.58994832635
1092,560944.6154499799
1093,574459.172870338
1094,222934.18990793824
1095,703420.2967748195
1096,532128.1464167088
1097,445636.94861236215
1098,509846.5760643482
1099,618464.0389091969
1100,232370.43378567696
1101,528226.246982336
1102,710946.0984789878
1103,761800.7352577448
1104,1069921.2838582844
1105,508341.97236831486
1106,882744.6366290003
1107,541975.766930759
1108,587140.5274979025
1109,498079.56936332583
1110,301423.3998555839
1111,777595.5393926799
1112,381590.1922367364
1113,238721.11911727488
1114,344249.2696298957
1115,589364.6857123226
1116,180340.36626672745
1117,224515.20774440467
1118,718412.6424111128
1119,204128.5819966644
1120,278644.61860758066
1121,272157.4555991888
1122,282966.1424629241
1123,425497.4251988828
1124,674826.2065831721
1125,1485806.9092257768
1126,337101.3341650814
1127,306342.50168427825
1128,853789.3308692724
1129,593888.0215855837
1130,451859.5978383571
1131,153401.2198701501
1132,704265.9379030764
1133,474839.6027869433
1134,559404.9299797416
1135,100655.001996696
1136,354659.43794350326
1137,1263186.8695338815
1138,936658.8810993433
1139,899615.9013893008
1140,361852.0141301155
1141,457228.5728575289
1142,535852.1682651192
1143,904718.5167087466
1144,396579.87577192485
1145,377486.860390082
1146,165038.37193529308
1147,441913.7453967482
1148,533959.964041099
1149,605496.6653252244
1150,183572.45108537376
1151,460897.1792790741
1152,743753.5299906284
1153,463822.53217950463
1154,470147.6671914607
1155,780820.1929524541
1156,463378.29895435274
1157,1113170.129628718
1158,1522892.7602260262
1159,485276.20791734755
1160,240812.97305089235
1161,473852.64487457275
1162,778815.7433938384
1163,418256.1836234629
1164,471548.65805470943
1165,284274.8273566365
1166,260958.27169264853
1167,804687.3358895183
1168,240606.70416232944
1169,901283.4131858647
1170,229440.6123507023
1171,400864.49509322643
1172,456039.6280335486
1173,369319.14851745963
1174,462978.77121931314
1175,294780.77780021727
1176,745890.0779964924
1177,522251.0695614964
1178,684594.2516220212
1179,260756.20645940304
1180,176025.67525345087
1181,279585.05124509335
1182,363990.89398905635
1183,505851.588022992
1184,484093.2628684789
1185,226331.49260251224
1186,592440.1119413078
1187,111401.51387485862
1188,436106.0533273071
1189,567484.9090433717
1190,839501.0578407049
1191,544107.0941917449
1192,429041.04995155334
1193,566743.8254265487
1194,711253.242980212
1195,611386.2020347118
1196,758257.9631280899
1197,931408.1363229603
1198,904879.3490155339
1199,801210.2969707251
1200,260088.29511402547
1201,211618.84379285574
1202,326775.5876240581
1203,590019.4860763997
1204,1157084.4893287271
1205,467434.4196086228
1206,1272045.5120041966
1207,351829.05738577247
1208,239529.81671741605
1209,210100.31532907486
1210,808372.7885444611
1211,368737.1197552085
1212,495518.8068624884
1213,1244566.6712555438
1214,366877.7569849789
1215,795957.3301523924
1216,714303.1829306185
1217,596983.1857575178
1218,170460.49389836192
1219,352291.5500239432
1220,716996.2561723441
1221,304362.14402097464
1222,242524.17905576527
1223,194372.55555135012
1224,683171.2484020144
1225,301221.057161659
1226,363521.15635098517
1227,257677.63328543305
1228,233284.11163046956
1229,274122.3756185323
1230,882763.993584916
1231,208670.503695935
1232,727942.9629310071
1233,1112416.7478644848
1234,576542.9770121127
1235,642361.657832697
1236,238566.27682977915
1237,338388.8281535804
1238,611434.5481376499
1239,771205.7724380791
1240,464507.0088582635
1241,175568.9503481686
1242,481906.04618009925
1243,756300.5016271174
1244,568179.8741434216
1245,419570.1484646052
1246,435647.28224638104
1247,187805.77732779086
1248,1514916.218442902
1249,640379.6878804266
1250,290699.7699389607
1251,222134.70197869837
1252,853053.728974387
1253,797823.076770708
1254,405099.03777331114
1255,824389.8044803888
1256,173883.3813163489
1257,551615.0321054757
1258,457226.6692432463
1259,491684.2282309532
1260,532891.6917600185
1261,318358.3414080739
1262,621499.848625958
1263,445206.93324805796
1264,349646.40306431055
1265,917847.6640081704
1266,454060.5862045586
1267,326258.15174250305
1268,286788.9807796031
1269,534494.2789473236
1270,289606.9422182888
1271,381735.2706990242
1272,366587.3778670728
1273,787305.0737099051
1274,797846.262943551
1275,698903.6525854468
1276,405215.3806768656
1277,424153.300570637
1278,228361.91602396965
1279,210884.59260569513
1280,438622.1490752101
1281,808764.7597660273
1282,403234.561522305
1283,983911.5949553102
1284,1178520.659280613
1285,304546.3793988228
1286,144267.10781028867
1287,619589.0731186569
1288,805337.0467864573
1289,521439.3111061752
1290,893073.2185634226
1291,668866.4031937718
1292,798054.6797968745
1293,460055.7331254482
1294,129336.4063026905
1295,472417.44734081626
1296,491544.6804802269
1297,296481.27056850493
1298,1580256.8456742018
1299,184890.4224805981
1300,425698.32630060613
1301,415562.29577215016
1302,288834.90975897014
1303,568274.630389005
1304,165092.7768112719
1305,264645.52190998197
1306,454411.5849336237
1307,1098099.1311167479
1308,174620.04293060303
1309,170444.72307816148
1310,204029.034524709
1311,173608.41124854982
1312,733242.7170254588
1313,322293.3269779384
1314,571804.6103708297
1315,362309.916208148
1316,358469.43075448275
1317,425317.35089091957
1318,866796.5476305187
1319,354805.56384557486
1320,1232123.727155313
1321,362111.380678311
1322,942599.9622996897
1323,203942.91679041088
1324,499313.6012251079
1325,422049.44899484515
1326,590028.6127906442
1327,207733.38861054182
1328,441251.64062972367
1329,614136.7858924568
1330,790152.4902346432
1331,242258.27648840845
1332,768395.9912486672
1333,395911.6718670577
1334,490334.2917047292
1335,522893.82913403213
1336,1099259.7505363226
1337,550794.0440181196
1338,345945.70575350523
1339,180218.91859939694
1340,560964.9206819832
1341,877947.3889626265
1342,668572.6002911627
1343,334860.375959903
1344,469804.3555252403
1345,453504.80140700936
1346,616094.6293129176
1347,467692.2200873196
1348,1039535.4417143166
1349,712677.9480989277
1350,369455.1719456613
1351,608503.4731771499
1352,637753.8980985582
1353,484559.2245978713
1354,313529.4856412858
1355,207136.61762183905
1356,375240.9053544849
1357,503799.3743830025
1358,635306.6736757904
1359,468003.0540097058
1360,525912.8404353708
1361,250676.37187114358
1362,793760.6526691914
1363,1563012.3200383633
